Welfare Rules Database - Selected Rules
State,Policy-Date-Begin,Policy-Date-End,Coverage,Unit Type,Majority Rules,Coverage Description,Component,Program,Waiver,da_name1,da_name1 Notes,da_v1f03,da_v1f03 Notes,da_name2,da_name2 Notes,da_v2f03,da_v2f03 Notes,da_name3,da_name3 Notes,da_v3f03,da_v3f03 Notes,da_name4,da_name4 Notes,da_v4f03,da_v4f03 Notes,Notes
Alaska,2006/01/01,"2006/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1311","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.  Maximum payment levels are not used to calculate ATAP payments; they are presented for information purposed only."
Alaska,2007/01/01,"2007/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1354","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.  Maximum payment levels are not used to calculate ATAP payments; they are presented for information purposed only."
Alaska,2008/01/01,"2008/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1384","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.  Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2009/01/01,"2009/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1464","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.  Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2010/01/01,"2011/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1464","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2012/01/01,"2012/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1516","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2013/01/01,"2013/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1541","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2014/01/01,"2014/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1564","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2015/01/01,"2016/11/30","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1590","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2016/12/01,"2017/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1594","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2018/01/01,"2018/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1625","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2019/01/01,"2019/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1670","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Alaska,2020/01/01,"2020/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"","","TANF","","Need Standard","","1696","","Maximum Payment","","923","","n.a.","","","","n.a.","","","","Family of 1 represents the needs standard for a pregnant woman when she is the only person in the assistance unit.   Maximum payment levels are not used to calculate benefit payments; they are presented for information purposed only."
Arizona,1997/01/01,"2010/06/30","Statewide, full coverage","All",Yes,"","","TANF","","Need Standard","","964","","Payment Standard","","347","","n.a.","","","","n.a.","","","",""
Arizona,2010/07/01,"2019/06/09","Statewide, full coverage","All",Yes,"","","TANF","","Payment Standard","","347","","n.a.","","","","n.a.","","","","n.a.","","","",""
Arizona,2019/06/10,"Ongoing","Statewide, full coverage","All",Yes,"","","TANF","","Payment Standard","","347","","n.a.","","","","n.a.","","","","n.a.","","","",""
Arkansas,1997/07/01,"2001/12/31","Statewide, full coverage","All",Yes,"","","TANF","","Income Eligibility Standard","","223","","Maximum Payment Level","","204","","n.a.","","","","n.a.","","","",""
Arkansas,2002/01/01,"2003/06/30","Statewide, full coverage","All",Yes,"","","TANF","","Income Eligibility Standard","","223","","Maximum Payment Level","","204","","n.a.","","","","n.a.","","","",""
Arkansas,2003/07/01,"2009/10/31","Statewide, full coverage","All",Yes,"","","TANF","","Income Eligibility Standard","","223","","Maximum Payment Level","","204","","n.a.","","","","n.a.","","","",""
Arkansas,2009/11/01,"Ongoing","Statewide, full coverage","All",Yes,"","","TANF","","Income Eligibility Standard","","223","","Maximum Payment Level","","204","","n.a.","","","","n.a.","","","",""
California,1998/07/01,"1998/10/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angelas, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Obispo, San Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","775","","Maximum Aid Payment (MAP)","","565","","n.a.","","","","n.a.","","","",""
California,1999/07/01,"1999/12/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Obispo, San Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","793","","Maximum Aid Payment (MAP)","","626","","n.a.","","","","n.a.","","","",""
California,2000/01/01,"2000/09/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","793","","Maximum Aid Payment (MAP)","","626","","n.a.","","","","n.a.","","","",""
California,2001/01/01,"2001/09/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","816","","Maximum Aid Payment (MAP)","","645","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2002/01/01,"2002/12/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","859","","Maximum Aid Payment (MAP)","","679","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2003/06/01,"2004/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","891","","Maximum Aid Payment (MAP)","","704","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2004/07/01,"2004/08/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","916","","Maximum Aid Payment (MAP)","","723","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2005/07/01,"2005/07/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","953","","Maximum Aid Payment (MAP)","","752","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2006/07/01,"2007/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","989","","Maximum Aid Payment (MAP)","","723","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2007/07/01,"2007/08/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1026","","Maximum Aid Payment (MAP)","","750","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2008/07/01,"2009/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1080","","Maximum Aid Payment (MAP)","","723","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2009/07/01,"2010/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1097","","Maximum Aid Payment (MAP)","","694","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2010/07/01,"2011/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1114","","Maximum Aid Payment (MAP)","","694","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2011/07/01,"2012/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1135","","Maximum Aid Payment (MAP)","","638","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2012/07/01,"2013/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1169","","Maximum Aid Payment (MAP)","","638","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2013/07/01,"2014/02/28","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1200","","Maximum Aid Payment (MAP)","","638","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2014/07/01,"2015/03/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1226","","Maximum Aid Payment (MAP)","","670","","n.a.","","","","n.a.","","","","Los Angeles County also offers a Housing Relocation Program (HRP).  This program provides a one-time relocation subsidy of up to $1500.00 (to be used only for moving expenses) to eligible program participants.  To be eligible participants must be current and compliant participants in the GAIN (Greater Avenues for Independence) or RITE (Refugee/Immigrant Training and Employment) program, must be actively employed or have a documented offer of employment of 20 or more hours per week, and must have a need to relocate to access employment, childcare or transportation."
California,2015/07/01,"2016/06/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1257","","Maximum Aid Payment (MAP)","","704","","n.a.","","","","n.a.","","","",""
California,2016/07/01,"2016/09/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1292","","Maximum Aid Payment (MAP)","","704","","n.a.","","","","n.a.","","","",""
California,2017/07/01,"2017/12/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1342","","Maximum Aid Payment (MAP)","","714","","n.a.","","","","n.a.","","","",""
California,2018/07/01,"2019/03/31","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1395","","Maximum Aid Payment (MAP)","","714","","n.a.","","","","n.a.","","","","Recipients may apply to receive a once in a lifetime education stipend of $1000 for enrollment in a term of an education or training program that is designed to lead to a career technical education program certificate, an associate's degree, or a bachelor's degree, beginning on or after January 1, 2018. Those who have exhausted their 48-month time limit or who have committed public assistance fraud are not eligible to apply for this stipend."
California,2019/07/01,"2019/09/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1453","","Maximum Aid Payment (MAP)","","785","","n.a.","","","","n.a.","","","","Recipients may apply to receive a once in a lifetime education stipend of $1000 for enrollment in a term of an education or training program that is designed to lead to a career technical education program certificate, an associate's degree, or a bachelor's degree, beginning on or after January 1, 2018. Those who have exhausted their 48-month time limit or who have committed public assistance fraud are not eligible to apply for this stipend."
California,2020/07/01,"2020/09/30","Not statewide","All",Yes,"Region 1: Alameda, Contra Costa, Los Angeles, Marin, Monterey, Napa, Orange, San Diego, San Francisco, San Luis Mateo, Santa Barbara, Santa Clara, Santa Cruz, Solano, Sonoma, Ventura","Non-exempt","TANF","","Minimum Basic Standard of Adequate Care (MBSAC)","","1507","","Maximum Aid Payment (MAP)","","878","","n.a.","","","","n.a.","","","","Recipients may apply to receive a once in a lifetime education stipend of $1000 for enrollment in a term of an education or training program that is designed to lead to a career technical education program certificate, an associate's degree, or a bachelor's degree, beginning on or after January 1, 2018. Those who have exhausted their 48-month time limit or who have committed public assistance fraud are not eligible to apply for this stipend."
Colorado,1998/01/01,"2000/12/31","Statewide, full coverage","All",Yes,"","","TANF","","Need Standard","","421","","n.a.","","","","n.a.","","","","n.a.","","","",""
Colorado,2001/01/01,"2007/08/31","Statewide, full coverage","All",Yes,"Statewide","","TANF","","Need Standard","","421","","n.a.","","","","n.a.","","","","n.a.","","","","Colorado Works participants receive ongoing monthly payments for meeting minimum monthly required work activity hours or for entering full-time unsubsidized employment: (1) Single-family households receive $200 each month for meeting minimum monthly required hours with a combination of countable and allowable activity hours. (2) Single-family households receive $300 each month for meeting minimum monthly required hours with subsidized or unsubsidized employment paying at least minimum wage. (3) Two-parent households receive $250 each month for meeting minimum monthly required hours with a combination of countable and allowable activity hours. (4) Two-parent households receive $400 for meeting minimum monthly required hours with subsidized or unsubsidized employment paying at least minimum wage.  Colorado Works participants may receive one $100 payment for combining at least five hours of countable work activity each month with at least one of the following allowable work activities: domestic violence classes; parenting classes; substance abuse treatment; mental or physical therapy sessions; or mandatory child protection activities. Participants may also receive up to three $100 payments each year for attending employment or financial management related trainings, workshops, or seminars; for providing written documentation of a positive evaluation, bonus or special recognition, award, promotion or pay increase, or no unexcused absence or tardy for three consecutive months; or for working 10 hours or more monthly than minimum required participation hours in a defined activity."
Colorado,2007/09/01,"2008/10/31","Statewide, full coverage","All",Yes,"Statewide","","TANF","","Need Standard","","421","","n.a.","","","","n.a.","","","","n.a.","","","","Colorado Works participants receive ongoing monthly payments for meeting minimum monthly required work activity hours or for entering full-time unsubsidized employment: (1) Single-family households receive $100 each month for meeting minimum monthly required hours. (2) Two-parent households receive $100 per parent each month for meeting minimum monthly required hours.  Colorado Works participants receive an employment incentive payment of (1) $200 for entering unsubsidized employment and retaining that employment for 30 days, (2) $300 for being employed six months after entering employment, and (3) $500 for being employed 12 months after entering employment. Each parent in a two-parent household receives the payment if both parents meet the  criteria. Participants who receive an employment incentive payment are not eligible to receive ongoing monthly payments for meeting minimum monthly activity hours."
Colorado,2009/01/01,"2010/12/31","Statewide, full coverage","One-parent or one-caretaker families",Yes,"Statewide","","TANF","","Need Standard","","421","","Grant Standard","","462","","n.a.","","","","n.a.","","","","Colorado Works participants receive an ongoing monthly payment of $100 for meeting minimum monthly required work activity hours. Participants may not receive a payment in the same month in which an employment incentive payment was received.  Colorado Works participants receive an employment incentive payment of (1) $200 for entering unsubsidized employment of at least 30 hours each week and retaining that employment for 30 days, (2) $300 for being employed six months after entering employment, and (3) $500 for being employed 12 months after entering employment. Participants must be employed each anniversary month and have earnings of at least $3000 per quarter to receive payment."
